Population: blue, Agent: agent_0, Location: [1 6], Alive: True
Population: red, Agent: agent_69, Location: [7 6], Alive: True
Population: red, Agent: agent_70, Location: [4 4], Alive: True
Population: red, Agent: agent_71, Location: [3 5], Alive: True
Population: red, Agent: agent_72, Location: [0 0], Alive: True
Population: red, Agent: agent_73, Location: [4 2], Alive: True
Population: red, Agent: agent_74, Location: [1 5], Alive: True
Population: red, Agent: agent_75, Location: [5 3], Alive: True
Population: red, Agent: agent_76, Location: [5 3], Alive: True
Population: red, Agent: agent_77, Location: [7 2], Alive: True
Population: red, Agent: agent_78, Location: [0 4], Alive: True
Population: red, Agent: agent_79, Location: [6 2], Alive: True
Population: red, Agent: agent_80, Location: [1 5], Alive: True
Population: red, Agent: agent_81, Location: [3 5], Alive: True
Population: red, Agent: agent_82, Location: [0 4], Alive: True
Population: red, Agent: agent_83, Location: [6 2], Alive: True
Population: red, Agent: agent_84, Location: [6 3], Alive: True
Population: red, Agent: agent_85, Location: [1 5], Alive: True
Population: red, Agent: agent_86, Location: [7 6], Alive: True
Population: red, Agent: agent_87, Location: [7 2], Alive: True
Population: red, Agent: agent_88, Location: [1 7], Alive: True
Population: red, Agent: agent_89, Location: [1 5], Alive: True
Population: red, Agent: agent_90, Location: [4 2], Alive: True
Population: red, Agent: agent_91, Location: [6 2], Alive: True
Population: red, Agent: agent_92, Location: [4 4], Alive: True
Population: red, Agent: agent_93, Location: [7 6], Alive: True
Population: red, Agent: agent_94, Location: [6 3], Alive: True
Population: red, Agent: agent_95, Location: [1 5], Alive: True
Population: red, Agent: agent_96, Location: [6 2], Alive: True
Population: red, Agent: agent_97, Location: [0 4], Alive: True
Population: red, Agent: agent_98, Location: [4 2], Alive: True
Population: red, Agent: agent_99, Location: [4 2], Alive: True
